Product Name,Category,Price,Units Sold,Revenue,Cost,Date,Region
Veggie Burger,Burger,129.0,80,10320.0,45.0,2026-03-07,Mumbai
Veggie Burger,Burger,109.0,99,10791.0,45.0,2026-03-07,Delhi
Veggie Burger,Burger,129.0,88,11352.0,45.0,2026-03-07,Hyderabad
Veggie Burger,Burger,119.0,86,10234.0,45.0,2026-03-07,Pune
Hakka Noodles,Chinese,159.0,70,11130.0,60.0,2026-03-07,Chennai
Hakka Noodles,Chinese,159.0,59,9381.0,60.0,2026-03-07,Bangalore
Hakka Noodles,Chinese,159.0,35,5565.0,60.0,2026-03-07,Mumbai
Hakka Noodles,Chinese,179.0,51,9129.0,60.0,2026-03-07,Delhi
Hakka Noodles,Chinese,179.0,46,8234.0,60.0,2026-03-07,Hyderabad
Hakka Noodles,Chinese,149.0,50,7450.0,60.0,2026-03-07,Pune
Salmon Sushi,Sushi,519.0,20,10380.0,220.0,2026-03-07,Chennai
Salmon Sushi,Sushi,509.0,25,12725.0,220.0,2026-03-07,Bangalore
Salmon Sushi,Sushi,499.0,30,14970.0,220.0,2026-03-07,Mumbai
Salmon Sushi,Sushi,479.0,27,12933.0,220.0,2026-03-07,Delhi
Salmon Sushi,Sushi,479.0,23,11017.0,220.0,2026-03-07,Hyderabad
Salmon Sushi,Sushi,479.0,27,12933.0,220.0,2026-03-07,Pune
Penne Alfredo,Pasta,209.0,44,9196.0,80.0,2026-03-07,Chennai
Penne Alfredo,Pasta,179.0,50,8950.0,80.0,2026-03-07,Bangalore
Penne Alfredo,Pasta,179.0,47,8413.0,80.0,2026-03-07,Mumbai
Penne Alfredo,Pasta,189.0,39,7371.0,80.0,2026-03-07,Delhi
Penne Alfredo,Pasta,209.0,44,9196.0,80.0,2026-03-07,Hyderabad
Penne Alfredo,Pasta,209.0,48,10032.0,80.0,2026-03-07,Pune
Chicken Biryani,Biryani,230.0,98,22540.0,100.0,2026-03-08,Chennai
Chicken Biryani,Biryani,260.0,77,20020.0,100.0,2026-03-08,Bangalore
Chicken Biryani,Biryani,240.0,80,19200.0,100.0,2026-03-08,Mumbai
Chicken Biryani,Biryani,240.0,101,24240.0,100.0,2026-03-08,Delhi
Chicken Biryani,Biryani,250.0,70,17500.0,100.0,2026-03-08,Hyderabad
Chicken Biryani,Biryani,240.0,104,24960.0,100.0,2026-03-08,Pune
Margherita Pizza,Pizza,299.0,63,18837.0,120.0,2026-03-08,Chennai
Margherita Pizza,Pizza,279.0,74,20646.0,120.0,2026-03-08,Bangalore
Margherita Pizza,Pizza,299.0,58,17342.0,120.0,2026-03-08,Mumbai
Margherita Pizza,Pizza,299.0,68,20332.0,120.0,2026-03-08,Delhi
Margherita Pizza,Pizza,279.0,95,26505.0,120.0,2026-03-08,Hyderabad
Margherita Pizza,Pizza,299.0,80,23920.0,120.0,2026-03-08,Pune
Veggie Burger,Burger,109.0,138,15042.0,45.0,2026-03-08,Chennai
Veggie Burger,Burger,99.0,147,14553.0,45.0,2026-03-08,Bangalore
Veggie Burger,Burger,129.0,81,10449.0,45.0,2026-03-08,Mumbai
Veggie Burger,Burger,119.0,102,12138.0,45.0,2026-03-08,Delhi
Veggie Burger,Burger,109.0,106,11554.0,45.0,2026-03-08,Hyderabad
Veggie Burger,Burger,129.0,116,14964.0,45.0,2026-03-08,Pune
Hakka Noodles,Chinese,139.0,64,8896.0,60.0,2026-03-08,Chennai
Hakka Noodles,Chinese,139.0,88,12232.0,60.0,2026-03-08,Bangalore
Hakka Noodles,Chinese,139.0,88,12232.0,60.0,2026-03-08,Mumbai
Hakka Noodles,Chinese,149.0,92,13708.0,60.0,2026-03-08,Delhi
Hakka Noodles,Chinese,169.0,59,9971.0,60.0,2026-03-08,Hyderabad
Hakka Noodles,Chinese,139.0,86,11954.0,60.0,2026-03-08,Pune
Salmon Sushi,Sushi,489.0,37,18093.0,220.0,2026-03-08,Chennai
Salmon Sushi,Sushi,519.0,24,12456.0,220.0,2026-03-08,Bangalore
Salmon Sushi,Sushi,489.0,21,10269.0,220.0,2026-03-08,Mumbai
Salmon Sushi,Sushi,519.0,19,9861.0,220.0,2026-03-08,Delhi
Salmon Sushi,Sushi,509.0,29,14761.0,220.0,2026-03-08,Hyderabad
Salmon Sushi,Sushi,479.0,20,9580.0,220.0,2026-03-08,Pune
Penne Alfredo,Pasta,179.0,58,10382.0,80.0,2026-03-08,Chennai
Penne Alfredo,Pasta,199.0,57,11343.0,80.0,2026-03-08,Bangalore
Penne Alfredo,Pasta,179.0,63,11277.0,80.0,2026-03-08,Mumbai
Penne Alfredo,Pasta,209.0,54,11286.0,80.0,2026-03-08,Delhi
Penne Alfredo,Pasta,189.0,59,11151.0,80.0,2026-03-08,Hyderabad
Penne Alfredo,Pasta,209.0,60,12540.0,80.0,2026-03-08,Pune
Chicken Biryani,Biryani,230.0,59,13570.0,100.0,2026-03-09,Chennai
Chicken Biryani,Biryani,240.0,58,13920.0,100.0,2026-03-09,Bangalore
Chicken Biryani,Biryani,260.0,50,13000.0,100.0,2026-03-09,Mumbai
Chicken Biryani,Biryani,230.0,77,17710.0,100.0,2026-03-09,Delhi
Chicken Biryani,Biryani,230.0,78,17940.0,100.0,2026-03-09,Hyderabad
Chicken Biryani,Biryani,230.0,73,16790.0,100.0,2026-03-09,Pune
Margherita Pizza,Pizza,299.0,60,17940.0,120.0,2026-03-09,Chennai
Margherita Pizza,Pizza,299.0,42,12558.0,120.0,2026-03-09,Bangalore
Margherita Pizza,Pizza,299.0,64,19136.0,120.0,2026-03-09,Mumbai
Margherita Pizza,Pizza,289.0,67,19363.0,120.0,2026-03-09,Delhi
Margherita Pizza,Pizza,309.0,54,16686.0,120.0,2026-03-09,Hyderabad
Margherita Pizza,Pizza,289.0,69,19941.0,120.0,2026-03-09,Pune
Veggie Burger,Burger,109.0,63,6867.0,45.0,2026-03-09,Chennai
Veggie Burger,Burger,99.0,87,8613.0,45.0,2026-03-09,Bangalore
Veggie Burger,Burger,139.0,54,7506.0,45.0,2026-03-09,Mumbai
Veggie Burger,Burger,139.0,67,9313.0,45.0,2026-03-09,Delhi
Veggie Burger,Burger,99.0,80,7920.0,45.0,2026-03-09,Hyderabad
Veggie Burger,Burger,139.0,68,9452.0,45.0,2026-03-09,Pune
Hakka Noodles,Chinese,149.0,60,8940.0,60.0,2026-03-09,Chennai
Hakka Noodles,Chinese,169.0,48,8112.0,60.0,2026-03-09,Bangalore
Hakka Noodles,Chinese,159.0,49,7791.0,60.0,2026-03-09,Mumbai
Hakka Noodles,Chinese,149.0,43,6407.0,60.0,2026-03-09,Delhi
Hakka Noodles,Chinese,149.0,44,6556.0,60.0,2026-03-09,Hyderabad
Hakka Noodles,Chinese,169.0,52,8788.0,60.0,2026-03-09,Pune
Salmon Sushi,Sushi,519.0,20,10380.0,220.0,2026-03-09,Chennai
Salmon Sushi,Sushi,509.0,18,9162.0,220.0,2026-03-09,Bangalore
Salmon Sushi,Sushi,489.0,18,8802.0,220.0,2026-03-09,Mumbai
Salmon Sushi,Sushi,479.0,13,6227.0,220.0,2026-03-09,Delhi
Salmon Sushi,Sushi,479.0,16,7664.0,220.0,2026-03-09,Hyderabad
Salmon Sushi,Sushi,489.0,24,11736.0,220.0,2026-03-09,Pune
Penne Alfredo,Pasta,179.0,34,6086.0,80.0,2026-03-09,Chennai
Penne Alfredo,Pasta,219.0,34,7446.0,80.0,2026-03-09,Bangalore
Penne Alfredo,Pasta,209.0,40,8360.0,80.0,2026-03-09,Mumbai
Penne Alfredo,Pasta,199.0,30,5970.0,80.0,2026-03-09,Delhi
Penne Alfredo,Pasta,209.0,36,7524.0,80.0,2026-03-09,Hyderabad
Penne Alfredo,Pasta,199.0,42,8358.0,80.0,2026-03-09,Pune
Chicken Biryani,Biryani,269.0,54,14526.0,100.0,2026-03-10,Chennai
Chicken Biryani,Biryani,269.0,78,20982.0,100.0,2026-03-10,Bangalore
Chicken Biryani,Biryani,279.0,39,10881.0,100.0,2026-03-10,Mumbai
Chicken Biryani,Biryani,259.0,67,17353.0,100.0,2026-03-10,Delhi
Chicken Biryani,Biryani,269.0,53,14257.0,100.0,2026-03-10,Hyderabad
Chicken Biryani,Biryani,299.0,52,15548.0,100.0,2026-03-10,Pune
Margherita Pizza,Pizza,349.0,42,14658.0,120.0,2026-03-10,Chennai
Margherita Pizza,Pizza,349.0,35,12215.0,120.0,2026-03-10,Bangalore
Margherita Pizza,Pizza,349.0,41,14309.0,120.0,2026-03-10,Mumbai
Margherita Pizza,Pizza,329.0,31,10199.0,120.0,2026-03-10,Delhi
Margherita Pizza,Pizza,309.0,53,16377.0,120.0,2026-03-10,Hyderabad
Margherita Pizza,Pizza,329.0,46,15134.0,120.0,2026-03-10,Pune
Veggie Burger,Burger,129.0,74,9546.0,45.0,2026-03-10,Chennai
Veggie Burger,Burger,159.0,59,9381.0,45.0,2026-03-10,Bangalore
Veggie Burger,Burger,159.0,54,8586.0,45.0,2026-03-10,Mumbai
Veggie Burger,Burger,159.0,52,8268.0,45.0,2026-03-10,Delhi
Veggie Burger,Burger,129.0,58,7482.0,45.0,2026-03-10,Hyderabad
Veggie Burger,Burger,149.0,50,7450.0,45.0,2026-03-10,Pune
Hakka Noodles,Chinese,179.0,48,8592.0,60.0,2026-03-10,Chennai
Hakka Noodles,Chinese,159.0,57,9063.0,60.0,2026-03-10,Bangalore
Hakka Noodles,Chinese,169.0,42,7098.0,60.0,2026-03-10,Mumbai
Hakka Noodles,Chinese,189.0,39,7371.0,60.0,2026-03-10,Delhi
Hakka Noodles,Chinese,189.0,33,6237.0,60.0,2026-03-10,Hyderabad
Hakka Noodles,Chinese,159.0,55,8745.0,60.0,2026-03-10,Pune
Salmon Sushi,Sushi,519.0,20,10380.0,220.0,2026-03-10,Chennai
Salmon Sushi,Sushi,539.0,23,12397.0,220.0,2026-03-10,Bangalore
Salmon Sushi,Sushi,549.0,15,8235.0,220.0,2026-03-10,Mumbai
Salmon Sushi,Sushi,509.0,17,8653.0,220.0,2026-03-10,Delhi
Salmon Sushi,Sushi,549.0,18,9882.0,220.0,2026-03-10,Hyderabad
Salmon Sushi,Sushi,509.0,20,10180.0,220.0,2026-03-10,Pune
Penne Alfredo,Pasta,219.0,32,7008.0,80.0,2026-03-10,Chennai
Penne Alfredo,Pasta,219.0,29,6351.0,80.0,2026-03-10,Bangalore
Penne Alfredo,Pasta,209.0,40,8360.0,80.0,2026-03-10,Mumbai
Penne Alfredo,Pasta,229.0,35,8015.0,80.0,2026-03-10,Delhi
Penne Alfredo,Pasta,239.0,26,6214.0,80.0,2026-03-10,Hyderabad
Penne Alfredo,Pasta,229.0,38,8702.0,80.0,2026-03-10,Pune
Chicken Biryani,Biryani,279.0,60,16740.0,100.0,2026-03-11,Chennai
Chicken Biryani,Biryani,299.0,47,14053.0,100.0,2026-03-11,Bangalore
Chicken Biryani,Biryani,269.0,55,14795.0,100.0,2026-03-11,Mumbai
Chicken Biryani,Biryani,289.0,53,15317.0,100.0,2026-03-11,Delhi
Chicken Biryani,Biryani,259.0,50,12950.0,100.0,2026-03-11,Hyderabad
Chicken Biryani,Biryani,259.0,58,15022.0,100.0,2026-03-11,Pune
Margherita Pizza,Pizza,349.0,27,9423.0,120.0,2026-03-11,Chennai
Margherita Pizza,Pizza,309.0,55,16995.0,120.0,2026-03-11,Bangalore
Margherita Pizza,Pizza,309.0,37,11433.0,120.0,2026-03-11,Mumbai
Margherita Pizza,Pizza,329.0,53,17437.0,120.0,2026-03-11,Delhi
Margherita Pizza,Pizza,319.0,44,14036.0,120.0,2026-03-11,Hyderabad
Margherita Pizza,Pizza,309.0,47,14523.0,120.0,2026-03-11,Pune
Veggie Burger,Burger,119.0,68,8092.0,45.0,2026-03-11,Chennai
Veggie Burger,Burger,149.0,53,7897.0,45.0,2026-03-11,Bangalore
Veggie Burger,Burger,159.0,62,9858.0,45.0,2026-03-11,Mumbai
Veggie Burger,Burger,139.0,38,5282.0,45.0,2026-03-11,Delhi
Veggie Burger,Burger,159.0,61,9699.0,45.0,2026-03-11,Hyderabad
Veggie Burger,Burger,149.0,59,8791.0,45.0,2026-03-11,Pune
Hakka Noodles,Chinese,189.0,32,6048.0,60.0,2026-03-11,Chennai
Hakka Noodles,Chinese,189.0,32,6048.0,60.0,2026-03-11,Bangalore
Hakka Noodles,Chinese,159.0,58,9222.0,60.0,2026-03-11,Mumbai
Hakka Noodles,Chinese,199.0,31,6169.0,60.0,2026-03-11,Delhi
Hakka Noodles,Chinese,199.0,30,5970.0,60.0,2026-03-11,Hyderabad
Hakka Noodles,Chinese,199.0,43,8557.0,60.0,2026-03-11,Pune
Salmon Sushi,Sushi,519.0,19,9861.0,220.0,2026-03-11,Chennai
Salmon Sushi,Sushi,529.0,15,7935.0,220.0,2026-03-11,Bangalore
Salmon Sushi,Sushi,509.0,19,9671.0,220.0,2026-03-11,Mumbai
Salmon Sushi,Sushi,529.0,15,7935.0,220.0,2026-03-11,Delhi
Salmon Sushi,Sushi,509.0,21,10689.0,220.0,2026-03-11,Hyderabad
Salmon Sushi,Sushi,549.0,20,10980.0,220.0,2026-03-11,Pune
Penne Alfredo,Pasta,209.0,38,7942.0,80.0,2026-03-11,Chennai
Penne Alfredo,Pasta,209.0,37,7733.0,80.0,2026-03-11,Bangalore
Penne Alfredo,Pasta,239.0,38,9082.0,80.0,2026-03-11,Mumbai
Penne Alfredo,Pasta,219.0,33,7227.0,80.0,2026-03-11,Delhi
Penne Alfredo,Pasta,229.0,26,5954.0,80.0,2026-03-11,Hyderabad
Penne Alfredo,Pasta,239.0,32,7648.0,80.0,2026-03-11,Pune
Chicken Biryani,Biryani,259.0,76,19684.0,100.0,2026-03-12,Chennai
Chicken Biryani,Biryani,279.0,44,12276.0,100.0,2026-03-12,Bangalore
Chicken Biryani,Biryani,289.0,46,13294.0,100.0,2026-03-12,Mumbai
Chicken Biryani,Biryani,269.0,58,15602.0,100.0,2026-03-12,Delhi
Chicken Biryani,Biryani,259.0,57,14763.0,100.0,2026-03-12,Hyderabad
Chicken Biryani,Biryani,269.0,46,12374.0,100.0,2026-03-12,Pune
Margherita Pizza,Pizza,309.0,57,17613.0,120.0,2026-03-12,Chennai
Margherita Pizza,Pizza,339.0,56,18984.0,120.0,2026-03-12,Bangalore
Margherita Pizza,Pizza,309.0,50,15450.0,120.0,2026-03-12,Mumbai
Margherita Pizza,Pizza,339.0,36,12204.0,120.0,2026-03-12,Delhi
Margherita Pizza,Pizza,349.0,30,10470.0,120.0,2026-03-12,Hyderabad
Margherita Pizza,Pizza,349.0,41,14309.0,120.0,2026-03-12,Pune
Veggie Burger,Burger,119.0,87,10353.0,45.0,2026-03-12,Chennai
Veggie Burger,Burger,139.0,65,9035.0,45.0,2026-03-12,Bangalore
Veggie Burger,Burger,129.0,67,8643.0,45.0,2026-03-12,Mumbai
Veggie Burger,Burger,119.0,68,8092.0,45.0,2026-03-12,Delhi
Veggie Burger,Burger,119.0,62,7378.0,45.0,2026-03-12,Hyderabad
Veggie Burger,Burger,129.0,76,9804.0,45.0,2026-03-12,Pune
Hakka Noodles,Chinese,159.0,53,8427.0,60.0,2026-03-12,Chennai
Hakka Noodles,Chinese,169.0,34,5746.0,60.0,2026-03-12,Bangalore
Hakka Noodles,Chinese,189.0,48,9072.0,60.0,2026-03-12,Mumbai
Hakka Noodles,Chinese,179.0,45,8055.0,60.0,2026-03-12,Delhi
Hakka Noodles,Chinese,199.0,44,8756.0,60.0,2026-03-12,Hyderabad
Hakka Noodles,Chinese,199.0,29,5771.0,60.0,2026-03-12,Pune
Salmon Sushi,Sushi,529.0,14,7406.0,220.0,2026-03-12,Chennai
Salmon Sushi,Sushi,519.0,18,9342.0,220.0,2026-03-12,Bangalore
Salmon Sushi,Sushi,529.0,19,10051.0,220.0,2026-03-12,Mumbai
Salmon Sushi,Sushi,519.0,23,11937.0,220.0,2026-03-12,Delhi
Salmon Sushi,Sushi,529.0,20,10580.0,220.0,2026-03-12,Hyderabad
Salmon Sushi,Sushi,509.0,18,9162.0,220.0,2026-03-12,Pune
Penne Alfredo,Pasta,199.0,32,6368.0,80.0,2026-03-12,Chennai
Penne Alfredo,Pasta,219.0,39,8541.0,80.0,2026-03-12,Bangalore
Penne Alfredo,Pasta,229.0,27,6183.0,80.0,2026-03-12,Mumbai
Penne Alfredo,Pasta,219.0,41,8979.0,80.0,2026-03-12,Delhi
Penne Alfredo,Pasta,239.0,29,6931.0,80.0,2026-03-12,Hyderabad
Penne Alfredo,Pasta,199.0,46,9154.0,80.0,2026-03-12,Pune
Chicken Biryani,Biryani,279.0,57,15903.0,100.0,2026-03-13,Chennai
Chicken Biryani,Biryani,299.0,45,13455.0,100.0,2026-03-13,Bangalore
Chicken Biryani,Biryani,259.0,53,13727.0,100.0,2026-03-13,Mumbai
Chicken Biryani,Biryani,289.0,46,13294.0,100.0,2026-03-13,Delhi
Chicken Biryani,Biryani,289.0,52,15028.0,100.0,2026-03-13,Hyderabad
Chicken Biryani,Biryani,299.0,47,14053.0,100.0,2026-03-13,Pune
Margherita Pizza,Pizza,329.0,40,13160.0,120.0,2026-03-13,Chennai
Margherita Pizza,Pizza,309.0,47,14523.0,120.0,2026-03-13,Bangalore
Margherita Pizza,Pizza,339.0,42,14238.0,120.0,2026-03-13,Mumbai
Margherita Pizza,Pizza,349.0,27,9423.0,120.0,2026-03-13,Delhi
Margherita Pizza,Pizza,319.0,49,15631.0,120.0,2026-03-13,Hyderabad
Margherita Pizza,Pizza,329.0,37,12173.0,120.0,2026-03-13,Pune
Veggie Burger,Burger,129.0,56,7224.0,45.0,2026-03-13,Chennai
Veggie Burger,Burger,139.0,46,6394.0,45.0,2026-03-13,Bangalore
Veggie Burger,Burger,119.0,55,6545.0,45.0,2026-03-13,Mumbai
Veggie Burger,Burger,159.0,41,6519.0,45.0,2026-03-13,Delhi
Veggie Burger,Burger,119.0,67,7973.0,45.0,2026-03-13,Hyderabad
Veggie Burger,Burger,129.0,87,11223.0,45.0,2026-03-13,Pune
Hakka Noodles,Chinese,199.0,34,6766.0,60.0,2026-03-13,Chennai
Hakka Noodles,Chinese,159.0,48,7632.0,60.0,2026-03-13,Bangalore
Hakka Noodles,Chinese,159.0,50,7950.0,60.0,2026-03-13,Mumbai
Hakka Noodles,Chinese,159.0,48,7632.0,60.0,2026-03-13,Delhi
Hakka Noodles,Chinese,169.0,43,7267.0,60.0,2026-03-13,Hyderabad
Hakka Noodles,Chinese,159.0,38,6042.0,60.0,2026-03-13,Pune
Salmon Sushi,Sushi,539.0,22,11858.0,220.0,2026-03-13,Chennai
Salmon Sushi,Sushi,529.0,23,12167.0,220.0,2026-03-13,Bangalore
Salmon Sushi,Sushi,539.0,13,7007.0,220.0,2026-03-13,Mumbai
Salmon Sushi,Sushi,519.0,15,7785.0,220.0,2026-03-13,Delhi
Salmon Sushi,Sushi,519.0,17,8823.0,220.0,2026-03-13,Hyderabad
Salmon Sushi,Sushi,509.0,16,8144.0,220.0,2026-03-13,Pune
Penne Alfredo,Pasta,239.0,32,7648.0,80.0,2026-03-13,Chennai
Penne Alfredo,Pasta,229.0,28,6412.0,80.0,2026-03-13,Bangalore
Penne Alfredo,Pasta,209.0,47,9823.0,80.0,2026-03-13,Mumbai
Penne Alfredo,Pasta,219.0,39,8541.0,80.0,2026-03-13,Delhi
Penne Alfredo,Pasta,209.0,36,7524.0,80.0,2026-03-13,Hyderabad
Penne Alfredo,Pasta,229.0,36,8244.0,80.0,2026-03-13,Pune
Chicken Biryani,Biryani,279.0,80,22320.0,100.0,2026-03-14,Chennai
Chicken Biryani,Biryani,279.0,63,17577.0,100.0,2026-03-14,Bangalore
Chicken Biryani,Biryani,259.0,67,17353.0,100.0,2026-03-14,Mumbai
Chicken Biryani,Biryani,299.0,63,18837.0,100.0,2026-03-14,Delhi
Chicken Biryani,Biryani,279.0,78,21762.0,100.0,2026-03-14,Hyderabad
Chicken Biryani,Biryani,259.0,78,20202.0,100.0,2026-03-14,Pune
Margherita Pizza,Pizza,349.0,40,13960.0,120.0,2026-03-14,Chennai
Margherita Pizza,Pizza,309.0,57,17613.0,120.0,2026-03-14,Bangalore
Margherita Pizza,Pizza,319.0,61,19459.0,120.0,2026-03-14,Mumbai
Margherita Pizza,Pizza,319.0,61,19459.0,120.0,2026-03-14,Delhi
Margherita Pizza,Pizza,349.0,68,23732.0,120.0,2026-03-14,Hyderabad
Margherita Pizza,Pizza,309.0,51,15759.0,120.0,2026-03-14,Pune
Veggie Burger,Burger,149.0,80,11920.0,45.0,2026-03-14,Chennai
Veggie Burger,Burger,119.0,122,14518.0,45.0,2026-03-14,Bangalore
Veggie Burger,Burger,149.0,100,14900.0,45.0,2026-03-14,Mumbai
Veggie Burger,Burger,139.0,77,10703.0,45.0,2026-03-14,Delhi
Veggie Burger,Burger,139.0,88,12232.0,45.0,2026-03-14,Hyderabad
Veggie Burger,Burger,139.0,88,12232.0,45.0,2026-03-14,Pune
Hakka Noodles,Chinese,159.0,64,10176.0,60.0,2026-03-14,Chennai
Hakka Noodles,Chinese,199.0,48,9552.0,60.0,2026-03-14,Bangalore
Hakka Noodles,Chinese,189.0,55,10395.0,60.0,2026-03-14,Mumbai
Hakka Noodles,Chinese,159.0,39,6201.0,60.0,2026-03-14,Delhi
Hakka Noodles,Chinese,179.0,60,10740.0,60.0,2026-03-14,Hyderabad
Hakka Noodles,Chinese,169.0,59,9971.0,60.0,2026-03-14,Pune
Salmon Sushi,Sushi,529.0,23,12167.0,220.0,2026-03-14,Chennai
Salmon Sushi,Sushi,549.0,30,16470.0,220.0,2026-03-14,Bangalore
Salmon Sushi,Sushi,529.0,22,11638.0,220.0,2026-03-14,Mumbai
Salmon Sushi,Sushi,549.0,22,12078.0,220.0,2026-03-14,Delhi
Salmon Sushi,Sushi,519.0,32,16608.0,220.0,2026-03-14,Hyderabad
Salmon Sushi,Sushi,539.0,21,11319.0,220.0,2026-03-14,Pune
Penne Alfredo,Pasta,219.0,41,8979.0,80.0,2026-03-14,Chennai
Penne Alfredo,Pasta,239.0,39,9321.0,80.0,2026-03-14,Bangalore
Penne Alfredo,Pasta,229.0,47,10763.0,80.0,2026-03-14,Mumbai
Penne Alfredo,Pasta,209.0,49,10241.0,80.0,2026-03-14,Delhi
Penne Alfredo,Pasta,239.0,32,7648.0,80.0,2026-03-14,Hyderabad
Penne Alfredo,Pasta,209.0,43,8987.0,80.0,2026-03-14,Pune
Chicken Biryani,Biryani,269.0,72,19368.0,100.0,2026-03-15,Chennai
Chicken Biryani,Biryani,259.0,82,21238.0,100.0,2026-03-15,Bangalore
Chicken Biryani,Biryani,289.0,75,21675.0,100.0,2026-03-15,Mumbai
Chicken Biryani,Biryani,259.0,89,23051.0,100.0,2026-03-15,Delhi
Chicken Biryani,Biryani,269.0,58,15602.0,100.0,2026-03-15,Hyderabad
Chicken Biryani,Biryani,299.0,78,23322.0,100.0,2026-03-15,Pune
Margherita Pizza,Pizza,329.0,66,21714.0,120.0,2026-03-15,Chennai
Margherita Pizza,Pizza,309.0,85,26265.0,120.0,2026-03-15,Bangalore
Margherita Pizza,Pizza,329.0,67,22043.0,120.0,2026-03-15,Mumbai
Margherita Pizza,Pizza,309.0,82,25338.0,120.0,2026-03-15,Delhi
Margherita Pizza,Pizza,339.0,64,21696.0,120.0,2026-03-15,Hyderabad
Margherita Pizza,Pizza,329.0,76,25004.0,120.0,2026-03-15,Pune
Veggie Burger,Burger,119.0,117,13923.0,45.0,2026-03-15,Chennai
Veggie Burger,Burger,129.0,96,12384.0,45.0,2026-03-15,Bangalore
Veggie Burger,Burger,159.0,100,15900.0,45.0,2026-03-15,Mumbai
Veggie Burger,Burger,129.0,110,14190.0,45.0,2026-03-15,Delhi
Veggie Burger,Burger,149.0,88,13112.0,45.0,2026-03-15,Hyderabad
Veggie Burger,Burger,149.0,65,9685.0,45.0,2026-03-15,Pune
Hakka Noodles,Chinese,159.0,55,8745.0,60.0,2026-03-15,Chennai
Hakka Noodles,Chinese,169.0,66,11154.0,60.0,2026-03-15,Bangalore
Hakka Noodles,Chinese,179.0,61,10919.0,60.0,2026-03-15,Mumbai
Hakka Noodles,Chinese,159.0,61,9699.0,60.0,2026-03-15,Delhi
Hakka Noodles,Chinese,159.0,69,10971.0,60.0,2026-03-15,Hyderabad
Hakka Noodles,Chinese,169.0,78,13182.0,60.0,2026-03-15,Pune
Salmon Sushi,Sushi,549.0,28,15372.0,220.0,2026-03-15,Chennai
Salmon Sushi,Sushi,539.0,21,11319.0,220.0,2026-03-15,Bangalore
Salmon Sushi,Sushi,529.0,26,13754.0,220.0,2026-03-15,Mumbai
Salmon Sushi,Sushi,539.0,23,12397.0,220.0,2026-03-15,Delhi
Salmon Sushi,Sushi,509.0,25,12725.0,220.0,2026-03-15,Hyderabad
Salmon Sushi,Sushi,549.0,24,13176.0,220.0,2026-03-15,Pune
Penne Alfredo,Pasta,199.0,50,9950.0,80.0,2026-03-15,Chennai
Penne Alfredo,Pasta,239.0,35,8365.0,80.0,2026-03-15,Bangalore
Penne Alfredo,Pasta,209.0,50,10450.0,80.0,2026-03-15,Mumbai
Penne Alfredo,Pasta,229.0,42,9618.0,80.0,2026-03-15,Delhi
Penne Alfredo,Pasta,199.0,30,5970.0,80.0,2026-03-15,Hyderabad
Penne Alfredo,Pasta,239.0,57,13623.0,80.0,2026-03-15,Pune
Chicken Biryani,Biryani,299.0,54,16146.0,100.0,2026-03-16,Chennai
Chicken Biryani,Biryani,259.0,55,14245.0,100.0,2026-03-16,Bangalore
Chicken Biryani,Biryani,289.0,49,14161.0,100.0,2026-03-16,Mumbai
Chicken Biryani,Biryani,269.0,45,12105.0,100.0,2026-03-16,Delhi
Chicken Biryani,Biryani,269.0,68,18292.0,100.0,2026-03-16,Hyderabad
Chicken Biryani,Biryani,279.0,66,18414.0,100.0,2026-03-16,Pune
Margherita Pizza,Pizza,329.0,45,14805.0,120.0,2026-03-16,Chennai
Margherita Pizza,Pizza,329.0,51,16779.0,120.0,2026-03-16,Bangalore
Margherita Pizza,Pizza,339.0,43,14577.0,120.0,2026-03-16,Mumbai
Margherita Pizza,Pizza,329.0,35,11515.0,120.0,2026-03-16,Delhi
Margherita Pizza,Pizza,329.0,41,13489.0,120.0,2026-03-16,Hyderabad
Margherita Pizza,Pizza,339.0,42,14238.0,120.0,2026-03-16,Pune
Veggie Burger,Burger,139.0,57,7923.0,45.0,2026-03-16,Chennai
Veggie Burger,Burger,129.0,65,8385.0,45.0,2026-03-16,Bangalore
Veggie Burger,Burger,119.0,74,8806.0,45.0,2026-03-16,Mumbai
Veggie Burger,Burger,129.0,67,8643.0,45.0,2026-03-16,Delhi
Veggie Burger,Burger,129.0,68,8772.0,45.0,2026-03-16,Hyderabad
Veggie Burger,Burger,159.0,43,6837.0,45.0,2026-03-16,Pune
Hakka Noodles,Chinese,159.0,42,6678.0,60.0,2026-03-16,Chennai
Hakka Noodles,Chinese,169.0,35,5915.0,60.0,2026-03-16,Bangalore
Hakka Noodles,Chinese,159.0,54,8586.0,60.0,2026-03-16,Mumbai
Hakka Noodles,Chinese,169.0,30,5070.0,60.0,2026-03-16,Delhi
Hakka Noodles,Chinese,189.0,45,8505.0,60.0,2026-03-16,Hyderabad
Hakka Noodles,Chinese,189.0,47,8883.0,60.0,2026-03-16,Pune
Salmon Sushi,Sushi,529.0,17,8993.0,220.0,2026-03-16,Chennai
Salmon Sushi,Sushi,539.0,11,5929.0,220.0,2026-03-16,Bangalore
Salmon Sushi,Sushi,509.0,17,8653.0,220.0,2026-03-16,Mumbai
Salmon Sushi,Sushi,549.0,17,9333.0,220.0,2026-03-16,Delhi
Salmon Sushi,Sushi,529.0,15,7935.0,220.0,2026-03-16,Hyderabad
